,,,,,,Data Mean,,,,,Data Standard Deviation.,,,,,,Normalize,,,,,,,,,,,,
4.1454,7.257,-1.9153,-0.86078,0,,,,,,,,,,,,,1.305654141,0.908946054,-0.768655218,0.15748427,,,,,,,,,
1.9157,6.0816,0.23705,-2.0116,0,,,,,,,,,,,,,0.52131147,0.70867503,-0.269273553,-0.390260996,,,,,,,,,
4.0215,-2.1914,2.4648,1.1409,0,,,,,,,,,,,,,1.262069777,-0.700923557,0.247602188,1.110205585,,,,,,,,,
5.8862,5.8747,-2.8167,-0.30087,0,,,,,,,,,,,,,1.918016217,0.673422287,-0.977795289,0.42397951,,,,,,,,,
-2.0897,10.8265,2.3603,-3.4198,0,,,,,,,,,,,,,-0.887670068,1.517136814,0.223356418,-1.060509066,,,,,,,,,
4.0026,-3.5943,3.5573,0.26809,0,,,,,,,,,,,,,1.255421315,-0.939957264,0.501080697,0.694782195,,,,,,,,,
-0.78689,9.5663,-3.7867,-7.5034,0,,,,,,,,,,,,,-0.42937995,1.302417107,-1.202851722,-3.004142796,,,,,,,,,
4.1757,10.2615,-3.8552,-4.3056,0,,,,,,,,,,,,,1.316312787,1.420869051,-1.218744883,-1.482115187,,,,,,,,,
0.83292,7.5404,0.65005,-0.92544,0,,,,,,,,,,,,,0.140421414,0.957233282,-0.173450556,0.126708641,,,,,,,,,
4.8077,2.2327,-0.26334,1.5534,0,,,,,,,,,,,,,1.538631739,0.052878584,-0.385372511,1.306539436,,,,,,,,,
5.3063,5.2684,-2.8904,-0.52716,0,,,,,,,,,,,,,1.714024508,0.570117606,-0.994894938,0.316274329,,,,,,,,,
2.5605,9.2683,-3.5913,-1.356,0,,,,,,,,,,,,,0.748133085,1.251642251,-1.157515612,-0.078221063,,,,,,,,,
2.1059,7.6046,-0.47755,-1.8461,0,,,,,,,,,,,,,0.588218218,0.968172026,-0.43507286,-0.311489475,,,,,,,,,
2.1721,-0.73874,5.4672,-0.72371,0,,,,,,,,,,,,,0.611505425,-0.453411472,0.944209854,0.222724224,,,,,,,,,
4.2899,9.1814,-4.6067,-4.3263,0,,,,,,,,,,,,,1.356484978,1.236835758,-1.393105615,-1.491967577,,,,,,,,,
3.5156,10.1891,-4.2759,-4.978,0,,,,,,,,,,,,,1.084109084,1.408533147,-1.31635441,-1.802151263,,,,,,,,,
2.614,8.0081,-3.7258,-1.3069,0,,,,,,,,,,,,,0.766952806,1.036922544,-1.188721891,-0.054851385,,,,,,,,,
0.68087,2.3259,4.9085,0.54998,0,,,,,,,,,,,,,0.086934711,0.068758505,0.814581989,0.8289508,,,,,,,,,
4.1962,0.74493,0.83256,0.753,0,,,,,,,,,,,,,1.323524082,-0.200615734,-0.131105144,0.925580371,,,,,,,,,
6.0919,2.9673,-1.3267,1.4551,0,,,,,,,,,,,,,1.990375408,0.178043714,-0.632090046,1.259752485,,,,,,,,,
1.3234,3.2964,0.2362,-0.11984,0,,,,,,,,,,,,,0.312957806,0.234117556,-0.269470768,0.510142703,,,,,,,,,
1.3264,1.0326,5.6566,-0.41337,0,,,,,,,,,,,,,0.314013118,-0.15160096,0.988153863,0.370433914,,,,,,,,,
-0.16735,7.6274,1.2061,-3.6241,0,,,,,,,,,,,,,-0.211444058,0.972056814,-0.044437536,-1.157747868,,,,,,,,,
-1.3,10.2678,-2.953,-5.8638,0,,,,,,,,,,,,,-0.609876908,1.42194248,-1.009419198,-2.223757385,,,,,,,,,
-2.2261,12.5398,2.9438,-3.5258,0,,,,,,,,,,,,,-0.935651563,1.809058156,0.358738304,-1.110960916,,,,,,,,,
2.4196,6.4665,-0.75688,0.228,0,,,,,,,,,,,,,0.698568622,0.774256379,-0.499882152,0.675700925,,,,,,,,,
1.0987,0.6394,5.989,-0.58277,0,,,,,,,,,,,,,0.233914976,-0.218596508,1.065276294,0.289806146,,,,,,,,,
4.6464,10.5326,-4.5852,-4.206,0,,,,,,,,,,,,,1.481891159,1.467060539,-1.38811725,-1.434709487,,,,,,,,,
-0.36038,4.1158,3.1143,-0.37199,0,,,,,,,,,,,,,-0.279346316,0.37373137,0.398297192,0.390129174,,,,,,,,,
1.3562,3.2136,4.3465,0.78662,0,,,,,,,,,,,,,0.324495879,0.220009643,0.684188468,0.941582175,,,,,,,,,
0.5706,-0.0248,1.2421,-0.5621,0,,,,,,,,,,,,,0.048144978,-0.331766504,-0.036084926,0.299644257,,,,,,,,,
-2.6479,10.1374,-1.331,-5.4707,0,,,,,,,,,,,,,-1.084028357,1.399724221,-0.633087719,-2.036657175,,,,,,,,,
3.1219,-3.137,1.9259,-0.37458,0,,,,,,,,,,,,,0.94561704,-0.862040011,0.122568259,0.388896435,,,,,,,,,
5.4944,1.5478,0.041694,1.9284,0,,,,,,,,,,,,,1.780192538,-0.063818391,-0.314599455,1.485024755,,,,,,,,,
-1.3389,1.552,7.0806,1.031,0,,,,,,,,,,,,,-0.62356078,-0.063102772,1.318545988,1.057897488,,,,,,,,,
-2.3361,11.9604,3.0835,-5.4435,0,,,,,,,,,,,,,-0.974346317,1.710336843,0.39115107,-2.023711039,,,,,,,,,
2.2596,-0.033118,4.7355,-0.2776,0,,,,,,,,,,,,,0.642285343,-0.33318377,0.774443058,0.435055119,,,,,,,,,
0.46901,-0.63321,7.3848,0.36507,0,,,,,,,,,,,,,0.012408614,-0.435430698,1.389125541,0.740940879,,,,,,,,,
2.7296,2.8701,0.51124,0.5099,0,,,,,,,,,,,,,0.807617475,0.161482251,-0.205656828,0.809874289,,,,,,,,,
2.0466,2.03,2.1761,-0.083634,0,,,,,,,,,,,,,0.567358228,0.018341459,0.180618897,0.527375341,,,,,,,,,
-1.3274,9.498,2.4408,-5.2689,0,,,,,,,,,,,,,-0.61951542,1.290779783,0.242033782,-1.940608275,,,,,,,,,
3.8905,-2.1521,2.6302,1.1047,0,,,,,,,,,,,,,1.215987842,-0.69422741,0.285977791,1.092975803,,,,,,,,,
3.9994,0.90427,1.1693,1.6892,0,,,,,,,,,,,,,1.254295649,-0.173466521,-0.052975759,1.37117492,,,,,,,,,
2.3952,9.5083,-3.1783,-3.0086,0,,,,,,,,,,,,,0.689985422,1.292534752,-1.061692615,-0.864793964,,,,,,,,,
3.2704,6.9321,-1.0456,0.23447,0,,,,,,,,,,,,,0.997854959,0.853587831,-0.566870084,0.678780392,,,,,,,,,
-1.3931,1.5664,7.5382,0.78403,0,,,,,,,,,,,,,-0.642626741,-0.060649222,1.42471694,0.940349437,,,,,,,,,
1.6406,3.5488,1.3964,-0.36424,0,,,,,,,,,,,,,0.424539407,0.277122836,-0.000284712,0.393817871,,,,,,,,,
2.7744,6.8576,-1.0671,0.075416,0,,,,,,,,,,,,,0.823376793,0.840894117,-0.571858448,0.603076914,,,,,,,,,
2.4287,9.3821,-3.2477,-1.4543,0,,,,,,,,,,,,,0.701769734,1.271032112,-1.077794591,-0.125008014,,,,,,,,,
4.2134,-2.806,2.0116,0.67412,0,,,,,,,,,,,,,1.329574535,-0.805642437,0.142452111,0.88803658,,,,,,,,,
1.6472,0.48213,4.7449,1.225,0,,,,,,,,,,,,,0.426861092,-0.245393023,0.776624017,1.150233893,,,,,,,,,
2.0597,-0.99326,5.2119,-0.29312,0,,,,,,,,,,,,,0.571966421,-0.496777969,0.884975929,0.427668206,,,,,,,,,
0.3798,0.7098,0.7572,-0.4444,0,,,,,,,,,,,,,-0.018972832,-0.206601374,-0.148589941,0.355664849,,,,,,,,,
1.0135,8.4551,-1.672,-2.0815,0,,,,,,,,,,,,,0.20394413,1.113084827,-0.712205496,-0.42353066,,,,,,,,,
4.5691,-4.4552,3.1769,0.0042961,0,,,,,,,,,,,,,1.4546993,-1.086642073,0.412821453,0.569226626,,,,,,,,,
0.57461,10.1105,-1.6917,-4.3922,0,,,,,,,,,,,,,0.049555578,1.395140853,-0.71677623,-1.523333397,,,,,,,,,
0.5734,9.1938,-0.9094,-1.872,0,,,,,,,,,,,,,0.049129936,1.238948537,-0.535269376,-0.323816861,,,,,,,,,
5.2868,3.257,-1.3721,1.1668,0,,,,,,,,,,,,,1.707164983,0.22740437,-0.642623615,1.122532971,,,,,,,,,
4.0102,10.6568,-4.1388,-5.0646,0,,,,,,,,,,,,,1.25809477,1.488222408,-1.284544888,-1.843369473,,,,,,,,,
4.1425,-3.6792,3.8281,1.6297,0,,,,,,,,,,,,,1.304634007,-0.954422986,0.563910885,1.342855249,,,,,,,,,
3.0934,-2.9177,2.2232,0.22283,0,,,,,,,,,,,,,0.935591581,-0.824674488,0.191546895,0.673240207,,,,,,,,,
2.2034,5.9947,0.53009,0.84998,0,,,,,,,,,,,,,0.622515841,0.693868537,-0.201283309,0.971739055,,,,,,,,,
3.744,0.79459,0.95851,1.0077,0,,,,,,,,,,,,,1.164453465,-0.192154394,-0.101882611,1.0468076,,,,,,,,,
3.0329,2.2948,2.1135,0.35084,0,,,,,,,,,,,,,0.914309466,0.063459518,0.166094637,0.734167956,,,,,,,,,
3.7731,7.2073,-1.6814,-0.94742,0,,,,,,,,,,,,,1.174689986,0.900477899,-0.714386455,0.116247022,,,,,,,,,
3.1557,2.8908,0.59693,0.79825,0,,,,,,,,,,,,,0.957506883,0.165009229,-0.185775296,0.9471176,,,,,,,,,
1.8114,7.6067,-0.9788,-2.4668,0,,,,,,,,,,,,,0.484621808,0.968529836,-0.551371352,-0.606918375,,,,,,,,,
4.988,7.2052,-3.2846,-1.1608,0,,,,,,,,,,,,,1.60205596,0.900120089,-1.086356016,0.014686496,,,,,,,,,
2.483,6.6155,-0.79287,-0.90863,0,,,,,,,,,,,,,0.720870871,0.799643807,-0.508232442,0.134709543,,,,,,,,,
1.594,4.7055,1.3758,0.081882,0,,,,,,,,,,,,,0.408146902,0.474207653,-0.005064261,0.606154477,,,,,,,,,
-0.016103,9.7484,0.15394,-1.6134,0,,,,,,,,,,,,,-0.158239826,1.333444292,-0.288556481,-0.200733385,,,,,,,,,
3.8496,9.7939,-4.1508,-4.4582,0,,,,,,,,,,,,,1.201600429,1.341196829,-1.287329091,-1.554746813,,,,,,,,,
0.9297,-3.7971,4.6429,-0.2957,0,,,,,,,,,,,,,0.174465763,-0.974511428,0.752958289,0.426440227,,,,,,,,,
4.9342,2.4107,-0.17594,1.6245,0,,,,,,,,,,,,,1.583130707,0.083207189,-0.36509423,1.340380253,,,,,,,,,
3.8417,10.0215,-4.2699,-4.9159,0,,,,,,,,,,,,,1.198821442,1.37997655,-1.314962309,-1.772594095,,,,,,,,,
5.3915,9.9946,-3.8081,-3.3642,0,,,,,,,,,,,,,1.743995354,1.375393183,-1.207816885,-1.034045643,,,,,,,,,
4.4072,-0.070365,2.0416,1.1319,0,,,,,,,,,,,,,1.397747656,-0.339530116,0.149412619,1.105921938,,,,,,,,,
2.6946,6.7976,-0.40301,0.44912,0,,,,,,,,,,,,,0.795305508,0.830670992,-0.417778317,0.780945388,,,,,,,,,
5.2756,0.13863,0.12138,1.1435,0,,,,,,,,,,,,,1.703225154,-0.303920415,-0.296110953,1.111443084,,,,,,,,,
3.4312,6.2637,-1.9513,-0.36165,0,,,,,,,,,,,,,1.054419654,0.739702216,-0.777007828,0.395050609,,,,,,,,,
4.052,-0.16555,0.45383,0.51248,0,,,,,,,,,,,,,1.272798777,-0.355748252,-0.218976921,0.811102268,,,,,,,,,
1.3638,-4.7759,8.4182,-1.8836,0,,,,,,,,,,,,,0.327169334,-1.141284678,1.628891849,-0.329338007,,,,,,,,,
0.89566,7.7763,-2.7473,-1.9353,0,,,,,,,,,,,,,0.162491495,0.997427203,-0.961693313,-0.353945183,,,,,,,,,
1.9265,7.7557,-0.16823,-3.0771,0,,,,,,,,,,,,,0.525110591,0.993917264,-0.363305379,-0.897397282,,,,,,,,,
0.20977,-0.46146,7.7267,0.90946,0,,,,,,,,,,,,,-0.078784369,-0.406167002,1.468452134,1.000049206,,,,,,,,,
4.068,-2.9363,2.1992,0.50084,0,,,,,,,,,,,,,1.278427105,-0.827843657,0.185978489,0.805562083,,,,,,,,,
2.877,-4.0599,3.6259,-0.32544,0,,,,,,,,,,,,,0.859468446,-1.019288716,0.516997059,0.412285152,,,,,,,,,
0.3223,-0.89808,8.0883,0.69222,0,,,,,,,,,,,,,-0.039199635,-0.480560685,1.55234946,0.896651471,,,,,,,,,
-1.3,10.2678,-2.953,-5.8638,0,,,,,,,,,,,,,-0.609876908,1.42194248,-1.009419198,-2.223757385,,,,,,,,,
1.7747,-6.4334,8.15,-0.89828,0,,,,,,,,,,,,,0.47171183,-1.423698513,1.566664905,0.139635738,,,,,,,,,
1.3419,-4.4221,8.09,-1.7349,0,,,,,,,,,,,,,0.31946556,-1.081002316,1.552743889,-0.258562629,,,,,,,,,
0.89606,10.5471,-1.4175,-4.0327,0,,,,,,,,,,,,,0.162632203,1.469531128,-0.653157184,-1.352225471,,,,,,,,,
0.44125,2.9487,4.3225,0.7155,0,,,,,,,,,,,,,0.002643465,0.174874545,0.678620061,0.90773184,,,,,,,,,
3.2422,6.2265,0.12224,-1.4466,0,,,,,,,,,,,,,0.987935031,0.733363878,-0.295911418,-0.121343116,,,,,,,,,
2.5678,3.5136,0.61406,-0.40691,0,,,,,,,,,,,,,0.750701009,0.271125269,-0.181800846,0.373508621,,,,,,,,,
-2.2153,11.9625,0.078538,-7.7853,0,,,,,,,,,,,,,-0.931852442,1.710694652,-0.306051023,-3.138316159,,,,,,,,,
4.1349,6.1189,-2.4294,-0.19613,0,,,,,,,,,,,,,1.301960551,0.715030407,-0.887935127,0.473831649,,,,,,,,,
1.934,-9.28E-06,4.816,-0.33967,0,,,,,,,,,,,,,0.52774887,-0.327542527,0.793120422,0.405512229,,,,,,,,,
2.5068,1.1588,3.9249,0.12585,0,,,,,,,,,,,,,0.729243009,-0.13009832,0.586370125,0.627081524,,,,,,,,,
2.1464,6.0795,-0.5778,-2.2302,0,,,,,,,,,,,,,0.602464923,0.708317221,-0.458332558,-0.494306038,,,,,,,,,
0.051979,7.0521,-2.0541,-3.1508,0,,,,,,,,,,,,,-0.134290587,0.874034081,-0.800859169,-0.932475597,,,,,,,,,
1.2706,8.035,-0.19651,-2.1888,0,,,,,,,,,,,,,0.294384324,1.041505912,-0.369866819,-0.474601259,,,,,,,,,
1.143,0.83391,5.4552,-0.56984,0,,,,,,,,,,,,,0.249498409,-0.185454839,0.941425651,0.29596032,,,,,,,,,
2.2928,9.0386,-3.2417,-1.2991,0,,,,,,,,,,,,,0.653964123,1.21250472,-1.076402489,-0.05113889,,,,,,,,,
0.3292,-4.4552,4.5718,-0.9888,0,,,,,,,,,,,,,-0.036772419,-1.086642073,0.736461885,0.096551762,,,,,,,,,
2.9719,6.8369,-0.2702,0.71291,0,,,,,,,,,,,,,0.892851466,0.837367139,-0.386964147,0.906499101,,,,,,,,,
1.6849,8.7489,-1.2641,-1.3858,0,,,,,,,,,,,,,0.44012284,1.163144064,-0.617565785,-0.092404696,,,,,,,,,
-1.9177,11.6894,2.5454,-3.2763,0,,,,,,,,,,,,,-0.827165543,1.664162394,0.266302754,-0.992208684,,,,,,,,,
2.3729,10.4726,-3.0087,-3.2013,0,,,,,,,,,,,,,0.68214094,1.456837414,-1.022342542,-0.95651162,,,,,,,,,
1.0284,9.767,-1.3687,-1.7853,0,,,,,,,,,,,,,0.209185511,1.336613461,-0.641834757,-0.282551056,,,,,,,,,
0.27451,9.2186,-3.2863,-4.8448,0,,,,,,,,,,,,,-0.056010747,1.243174096,-1.086750445,-1.738753278,,,,,,,,,
1.6032,-4.7863,8.5193,-2.1203,0,,,,,,,,,,,,,0.411383191,-1.143056686,1.652348762,-0.441997941,,,,,,,,,
4.616,10.1788,-4.2185,-4.4245,0,,,,,,,,,,,,,1.471197336,1.406778177,-1.303036638,-1.538706933,,,,,,,,,
4.2478,7.6956,-2.7696,-1.0767,0,,,,,,,,,,,,,1.34167544,0.9836771,-0.966867291,0.054714803,,,,,,,,,
4.0215,-2.7004,2.4957,0.36636,0,,,,,,,,,,,,,1.262069777,-0.787649736,0.254771512,0.741554868,,,,,,,,,
5.0297,-4.9704,3.5025,-0.23751,0,,,,,,,,,,,,,1.616724789,-1.174424642,0.488366169,0.454136389,,,,,,,,,
1.5902,2.2948,3.2403,0.18404,0,,,,,,,,,,,,,0.406810174,0.063459518,0.427531327,0.654777686,,,,,,,,,
2.1274,5.1939,-1.7971,-1.1763,0,,,,,,,,,,,,,0.595781284,0.557423892,-0.741230815,0.007309102,,,,,,,,,
1.1811,8.3847,-2.0567,-0.90345,0,,,,,,,,,,,,,0.262900865,1.101089693,-0.801462413,0.13717502,,,,,,,,,
0.3292,-4.4552,4.5718,-0.9888,0,,,,,,,,,,,,,-0.036772419,-1.086642073,0.736461885,0.096551762,,,,,,,,,
5.7353,5.2808,-2.2598,0.075416,0,,,,,,,,,,,,,1.86493405,0.572230385,-0.848585054,0.603076914,,,,,,,,,
2.6718,5.6574,0.72974,-1.4892,0,,,,,,,,,,,,,0.787285141,0.636397535,-0.154961126,-0.141619048,,,,,,,,,
1.5799,-4.7076,7.9186,-1.5487,0,,,,,,,,,,,,,0.403186938,-1.129647353,1.512976185,-0.169938718,,,,,,,,,
2.9499,2.2493,1.3458,-0.037083,0,,,,,,,,,,,,,0.885112515,0.055706982,-0.012024769,0.549531795,,,,,,,,,
0.5195,-3.2633,3.0895,-0.9849,0,,,,,,,,,,,,,0.030169506,-0.88355969,0.392543172,0.098408009,,,,,,,,,
3.7352,9.5911,-3.9032,-3.3487,0,,,,,,,,,,,,,1.161357884,1.306642665,-1.229881696,-1.02666825,,,,,,,,,
-1.7344,2.0175,7.7618,0.93532,0,,,,,,,,,,,,,-0.762686011,0.016211641,1.476595928,1.012357554,,,,,,,,,
3.884,10.0277,-3.9298,-4.0819,0,,,,,,,,,,,,,1.213701334,1.38103294,-1.236053347,-1.375642745,,,,,,,,,
3.5257,1.2829,1.9276,1.7991,0,,,,,,,,,,,,,1.087661966,-0.108953489,0.122962687,1.423483017,,,,,,,,,
4.4549,2.4976,1.0313,0.96894,0,,,,,,,,,,,,,1.414527109,0.098013682,-0.084994097,1.028359358,,,,,,,,,
-0.16108,-6.4624,8.3573,-1.5216,0,,,,,,,,,,,,,-0.209238457,-1.42863969,1.614762017,-0.157040179,,,,,,,,,
4.2164,9.4607,-4.9288,-5.2366,0,,,,,,,,,,,,,1.330629846,1.284424406,-1.467838271,-1.925234739,,,,,,,,,
3.5152,6.8224,-0.67377,-0.46898,0,,,,,,,,,,,,,1.083968376,0.83489655,-0.480599224,0.343965731,,,,,,,,,
1.6988,2.9094,2.9044,0.11033,0,,,,,,,,,,,,,0.44501245,0.168178398,0.349596836,0.619694612,,,,,,,,,
1.0607,2.4542,2.5188,-0.17027,0,,,,,,,,,,,,,0.220547697,0.090618954,0.260131103,0.486139997,,,,,,,,,
2.0421,1.2436,4.2171,0.90429,0,,,,,,,,,,,,,0.565775261,-0.115649636,0.654165475,0.997588489,,,,,,,,,
3.5594,1.3078,1.291,1.6556,0,,,,,,,,,,,,,1.099516631,-0.104710892,-0.024739298,1.355182635,,,,,,,,,
3.0009,5.8126,-2.2306,-0.66553,0,,,,,,,,,,,,,0.90305281,0.662841352,-0.841810159,0.250415626,,,,,,,,,
3.9294,1.4112,1.8076,0.89782,0,,,,,,,,,,,,,1.229671714,-0.08709304,0.095120654,0.994509022,,,,,,,,,
3.4667,-4.0724,4.2882,1.5418,0,,,,,,,,,,,,,1.066907507,-1.021418534,0.67066188,1.30101829,,,,,,,,,
3.966,3.9213,0.70574,0.33662,0,,,,,,,,,,,,,1.242546514,0.340591405,-0.160529533,0.727399792,,,,,,,,,
1.0191,2.33,4.9334,0.82929,0,,,,,,,,,,,,,0.205914045,0.069457085,0.820359211,0.961891425,,,,,,,,,
0.96414,5.616,2.2138,-0.12501,0,,,,,,,,,,,,,0.186580739,0.629343578,0.189365936,0.507681985,,,,,,,,,
1.8205,6.7562,0.0099913,0.39481,0,,,,,,,,,,,,,0.487822919,0.823617035,-0.321955018,0.755095954,,,,,,,,,
4.9923,7.8653,-2.3515,-0.71984,0,,,,,,,,,,,,,1.603568573,1.012591506,-0.869861008,0.224566192,,,,,,,,,
-1.1804,11.5093,0.15565,-6.8194,0,,,,,,,,,,,,,-0.567805157,1.63347598,-0.288159732,-2.678585574,,,,,,,,,
4.0329,0.23175,0.89082,1.1823,0,,,,,,,,,,,,,1.26607996,-0.288054124,-0.117587837,1.129910365,,,,,,,,,
0.66018,10.3878,-1.4029,-3.9151,0,,,,,,,,,,,,,0.079656579,1.44238873,-0.649769737,-1.296252475,,,,,,,,,
3.5982,7.1307,-1.3035,0.21248,0,,,,,,,,,,,,,1.113165327,0.887426375,-0.626707253,0.668314012,,,,,,,,,
-1.8584,7.886,-1.6643,-1.8384,0,,,,,,,,,,,,,-0.806305552,1.016118484,-0.710418965,-0.307824577,,,,,,,,,
4.0972,0.46972,1.6671,0.91593,0,,,,,,,,,,,,,1.288698803,-0.247507506,0.062522274,1.003128673,,,,,,,,,
3.3299,0.91254,1.5806,0.39352,0,,,,,,,,,,,,,1.018785303,-0.172057434,0.042452809,0.754481965,,,,,,,,,
3.1088,3.1122,0.80857,0.4336,0,,,,,,,,,,,,,0.941008847,0.202732561,-0.136671231,0.773558476,,,,,,,,,
-4.2859,8.5234,3.1392,-0.91639,0,,,,,,,,,,,,,-1.660228427,1.124722151,0.404074414,0.131016087,,,,,,,,,
-1.2528,10.2036,2.1787,-5.6038,0,,,,,,,,,,,,,-0.593273341,1.411003736,0.181222141,-2.100007564,,,,,,,,,
0.5195,-3.2633,3.0895,-0.9849,0,,,,,,,,,,,,,0.030169506,-0.88355969,0.392543172,0.098408009,,,,,,,,,
0.3292,-4.4552,4.5718,-0.9888,0,,,,,,,,,,,,,-0.036772419,-1.086642073,0.736461885,0.096551762,,,,,,,,,
0.88872,5.3449,2.045,-0.19355,0,,,,,,,,,,,,,0.160050208,0.583152091,0.150201476,0.475059628,,,,,,,,,
3.5458,9.3718,-4.0351,-3.9564,0,,,,,,,,,,,,,1.094732553,1.269277142,-1.260484731,-1.315909658,,,,,,,,,
-0.21661,8.0329,1.8848,-3.8853,0,,,,,,,,,,,,,-0.228772273,1.041148102,0.113032362,-1.282068842,,,,,,,,,
2.7206,9.0821,-3.3111,-0.96811,0,,,,,,,,,,,,,0.804451541,1.219916486,-1.092504465,0.106399392,,,,,,,,,
3.2051,8.6889,-2.9033,-0.7819,0,,,,,,,,,,,,,0.974884345,1.152920938,-0.997887956,0.195028062,,,,,,,,,
2.6917,10.8161,-3.3,-4.2888,0,,,,,,,,,,,,,0.794285374,1.515364806,-1.089929077,-1.474119045,,,,,,,,,
-2.3242,11.5176,1.8231,-5.375,0,,,,,,,,,,,,,-0.970160248,1.634890179,0.098716917,-1.991107721,,,,,,,,,
2.7161,-4.2006,4.1914,0.16981,0,,,,,,,,,,,,,0.802868574,-1.043261945,0.64820264,0.648004763,,,,,,,,,
3.3848,3.2674,0.90967,0.25128,0,,,,,,,,,,,,,1.038097503,0.229176379,-0.113214318,0.686781293,,,,,,,,,
1.7452,4.8028,2.0878,0.62627,0,,,,,,,,,,,,,0.461334601,0.490786154,0.160131801,0.865261853,,,,,,,,,
2.805,0.57732,1.3424,1.2133,0,,,,,,,,,,,,,0.834140971,-0.229174034,-0.012813627,1.144665151,,,,,,,,,
5.7823,5.5788,-2.4089,-0.056479,0,,,,,,,,,,,,,1.881467263,0.623005241,-0.88317878,0.540300058,,,,,,,,,
3.8999,1.734,1.6011,0.96765,0,,,,,,,,,,,,,1.219294485,-0.032092626,0.047209156,1.027745368,,,,,,,,,
3.5189,6.332,-1.7791,-0.020273,0,,,,,,,,,,,,,1.085269926,0.75133954,-0.73705451,0.557532697,,,,,,,,,
3.2294,7.7391,-0.37816,-2.5405,0,,,,,,,,,,,,,0.983432368,0.991088866,-0.412012696,-0.64199669,,,,,,,,,
3.4985,3.1639,0.22677,-0.1651,0,,,,,,,,,,,,,1.078093808,0.211541488,-0.271658687,0.488600714,,,,,,,,,
2.1948,1.3781,1.1582,0.85774,0,,,,,,,,,,,,,0.619490615,-0.092732797,-0.055551148,0.975432511,,,,,,,,,
2.2526,9.9636,-3.1749,-2.9944,0,,,,,,,,,,,,,0.63982295,1.370111235,-1.060903757,-0.85803532,,,,,,,,,
4.1529,-3.9358,2.8633,-0.017686,0,,,,,,,,,,,,,1.30829242,-0.998143885,0.34006094,0.558764007,,,,,,,,,
0.74307,11.17,-1.3824,-4.0728,0,,,,,,,,,,,,,0.108814835,1.575664206,-0.64501339,-1.371311501,,,,,,,,,
1.9105,8.871,-2.3386,-0.75604,0,,,,,,,,,,,,,0.519482264,1.183948124,-0.866867989,0.207336409,,,,,,,,,
-1.5055,0.070346,6.8681,-0.50648,0,,,,,,,,,,,,,-0.682165745,-0.315555013,1.269242388,0.326117199,,,,,,,,,
0.58836,10.7727,-1.3884,-4.3276,0,,,,,,,,,,,,,0.054392422,1.507970079,-0.646405491,-1.492586326,,,,,,,,,
3.2303,7.8384,-3.5348,-1.2151,0,,,,,,,,,,,,,0.983748962,1.008008138,-1.144406655,-0.011158179,,,,,,,,,
-1.9922,11.6542,2.6542,-5.2107,0,,,,,,,,,,,,,-0.853372444,1.658164827,0.291546197,-1.912907353,,,,,,,,,
2.8523,9.0096,-3.761,-3.3371,0,,,,,,,,,,,,,0.850779715,1.207563543,-1.196888887,-1.021147104,,,,,,,,,
4.2772,2.4955,0.48554,0.36119,0,,,,,,,,,,,,,1.352017492,0.097655872,-0.211619663,0.739094151,,,,,,,,,
1.5099,0.039307,6.2332,-0.30346,0,,,,,,,,,,,,,0.378563004,-0.320843606,1.121934831,0.422746771,,,,,,,,,
5.4188,10.1457,-4.084,-3.6991,0,,,,,,,,,,,,,1.753598688,1.40113842,-1.271830359,-1.193444932,,,,,,,,,
0.86202,2.6963,4.2908,0.54739,0,,,,,,,,,,,,,0.150657936,0.131869265,0.671265124,0.827718061,,,,,,,,,
3.8117,10.1457,-4.0463,-4.5629,0,,,,,,,,,,,,,1.188268327,1.40113842,-1.26308332,-1.604579914,,,,,,,,,
0.54777,10.3754,-1.5435,-4.1633,0,,,,,,,,,,,,,0.040114058,1.440275951,-0.682391319,-1.414385958,,,,,,,,,
2.3718,7.4908,0.015989,-1.7414,0,,,,,,,,,,,,,0.681753993,0.948782166,-0.32056345,-0.261656374,,,,,,,,,
-2.4953,11.1472,1.9353,-3.4638,0,,,,,,,,,,,,,-1.03034818,1.571779419,0.124749218,-1.081451343,,,,,,,,,
4.6361,-2.6611,2.8358,1.1991,0,,,,,,,,,,,,,1.478267923,-0.780953589,0.333680474,1.137906507,,,,,,,,,
-2.2527,11.5321,2.5899,-3.2737,0,,,,,,,,,,,,,-0.945008658,1.637360767,0.276627508,-0.990971186,,,,,,,,,
3.7982,10.423,-4.1602,-4.9728,0,,,,,,,,,,,,,1.183519425,1.448386297,-1.28951005,-1.799676267,,,,,,,,,
-0.36279,8.2895,-1.9213,-3.3332,0,,,,,,,,,,,,,-0.280194083,1.084869001,-0.770047319,-1.019290856,,,,,,,,,
2.1265,6.8783,0.44784,-2.2224,0,,,,,,,,,,,,,0.59546469,0.844421095,-0.220366702,-0.490593543,,,,,,,,,
0.86736,5.5643,1.6765,-0.16769,0,,,,,,,,,,,,,0.15253639,0.620534652,0.064703233,0.487367976,,,,,,,,,
3.7831,10.0526,-3.8869,-3.7366,0,,,,,,,,,,,,,1.178207691,1.385275537,-1.22609982,-1.211293463,,,,,,,,,
-2.2623,12.1177,0.28846,-7.7581,0,,,,,,,,,,,,,-0.948385655,1.73713847,-0.257345562,-3.125370024,,,,,,,,,
1.2616,4.4303,-1.3335,-1.7517,0,,,,,,,,,,,,,0.29121839,0.427317585,-0.633667761,-0.266558771,,,,,,,,,
